,date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,year,month
23293,20231010,2.0,8.0,124.0,20.2,18.2,14.4,0.0,101720.0,0.0,2023,10
23294,20231011,8.0,0.1,37.0,19.7,17.3,12.4,9.2,101280.0,0.0,2023,10
23295,20231012,8.0,0.0,32.0,20.7,16.1,12.8,11.4,101170.0,0.0,2023,10
23296,20231013,7.0,1.6,60.0,13.9,16.8,7.1,4.4,100210.0,0.0,2023,10
23297,20231014,1.0,6.3,104.0,11.4,10.5,3.2,0.4,101730.0,0.0,2023,10
23298,20231015,1.0,9.4,126.0,12.7,7.3,1.7,0.0,102580.0,0.0,2023,10
23299,20231016,7.0,3.0,73.0,15.3,7.2,6.5,0.0,102180.0,0.0,2023,10
23300,20231017,6.0,4.7,87.0,17.2,10.9,11.1,0.0,101390.0,0.0,2023,10
23301,20231018,8.0,0.0,29.0,18.8,14.2,12.5,10.4,99460.0,0.0,2023,10
23302,20231019,8.0,0.7,44.0,18.7,15.7,14.1,36.0,98360.0,0.0,2023,10
23303,20231020,7.0,2.2,61.0,17.9,16.4,11.5,0.6,97670.0,0.0,2023,10
23304,20231021,7.0,1.5,52.0,16.8,14.7,6.8,4.4,98500.0,0.0,2023,10
23305,20231022,2.0,7.9,104.0,15.2,11.8,6.6,0.0,100520.0,0.0,2023,10
23306,20231023,5.0,1.3,49.0,16.0,10.9,9.6,3.6,100730.0,0.0,2023,10
23307,20231024,5.0,4.3,75.0,15.3,12.8,8.3,1.4,100100.0,0.0,2023,10
23308,20231025,7.0,3.6,69.0,17.0,11.8,8.8,4.6,99600.0,0.0,2023,10
23309,20231026,5.0,3.7,69.0,15.1,12.9,6.8,0.2,99120.0,0.0,2023,10
23310,20231027,5.0,3.0,62.0,15.8,10.9,8.1,0.4,99030.0,0.0,2023,10
23311,20231028,7.0,2.8,59.0,12.2,11.9,8.8,13.6,98750.0,0.0,2023,10
23312,20231029,5.0,1.9,50.0,15.9,10.5,8.8,5.2,98830.0,0.0,2023,10
23313,20231030,4.0,4.0,67.0,16.2,12.3,4.6,0.2,99540.0,0.0,2023,10
23314,20231031,7.0,2.5,54.0,14.6,10.4,9.9,9.6,100030.0,0.0,2023,10
23315,20231101,6.0,2.9,56.0,11.3,12.2,9.0,15.0,99090.0,0.0,2023,11
23316,20231102,8.0,0.0,22.0,15.1,10.2,7.7,5.6,96680.0,0.0,2023,11
23317,20231103,5.0,1.7,45.0,14.2,11.4,3.4,5.0,98200.0,0.0,2023,11
23318,20231104,5.0,2.2,48.0,13.8,8.8,6.9,3.2,97030.0,0.0,2023,11
23319,20231105,5.0,6.0,74.0,13.8,10.3,7.2,0.0,98080.0,0.0,2023,11
23320,20231106,1.0,6.9,78.0,13.4,10.5,5.5,0.0,99860.0,0.0,2023,11
23321,20231107,1.0,4.8,64.0,13.1,9.4,6.1,1.4,100840.0,0.0,2023,11
23322,20231108,8.0,0.0,20.0,12.3,9.6,5.0,4.0,100480.0,0.0,2023,11
23323,20231109,6.0,3.2,52.0,9.8,8.7,6.2,2.2,99710.0,0.0,2023,11
23324,20231110,5.0,0.4,27.0,11.3,8.0,1.9,1.4,99660.0,0.0,2023,11
23325,20231111,1.0,6.3,69.0,15.3,6.6,2.9,0.0,100700.0,0.0,2023,11
23326,20231112,7.0,0.0,19.0,16.2,9.1,7.0,15.6,100380.0,0.0,2023,11
23327,20231113,6.0,3.3,50.0,13.1,11.6,10.9,0.0,99880.0,0.0,2023,11
23328,20231114,3.0,0.9,31.0,12.2,12.0,7.9,10.6,100470.0,0.0,2023,11
23329,20231115,2.0,5.8,63.0,8.7,10.1,4.4,0.0,101630.0,0.0,2023,11
23330,20231116,8.0,0.0,18.0,12.8,6.5,3.0,1.0,101420.0,0.0,2023,11
23331,20231117,4.0,5.5,60.0,15.6,7.9,5.6,3.6,101980.0,0.0,2023,11
23332,20231118,8.0,0.0,17.0,14.7,10.6,11.2,0.4,101130.0,0.0,2023,11
23333,20231119,6.0,0.9,29.0,12.7,12.9,8.1,0.6,100780.0,0.0,2023,11
23334,20231120,6.0,1.4,32.0,10.9,10.4,8.9,0.2,100970.0,0.0,2023,11
23335,20231121,8.0,0.0,16.0,11.4,9.9,5.2,0.4,102300.0,0.0,2023,11
23336,20231122,6.0,0.0,16.0,13.7,8.3,6.8,0.0,103000.0,0.0,2023,11
23337,20231123,4.0,4.5,50.0,9.3,10.2,8.8,0.0,102520.0,0.0,2023,11
23338,20231124,5.0,2.2,36.0,6.6,9.1,-0.4,0.0,102170.0,0.0,2023,11
23339,20231125,2.0,6.7,60.0,9.9,3.1,-1.3,0.0,102170.0,0.0,2023,11
23340,20231126,7.0,0.0,15.0,10.0,4.3,0.8,6.0,101530.0,0.0,2023,11
23341,20231127,8.0,0.0,15.0,8.0,5.4,3.7,2.0,100070.0,0.0,2023,11
23342,20231128,4.0,4.2,46.0,7.6,5.8,2.0,0.2,100940.0,0.0,2023,11
23343,20231129,6.0,4.2,45.0,4.2,4.8,-2.3,0.0,100510.0,0.0,2023,11
23344,20231130,2.0,0.9,25.0,4.0,0.9,-1.4,0.0,100330.0,0.0,2023,11
23345,20231201,4.0,1.3,26.0,5.6,1.3,-1.4,0.0,100860.0,0.0,2023,12
23346,20231202,8.0,0.0,13.0,8.6,2.1,-3.1,0.4,101610.0,0.0,2023,12
23347,20231203,8.0,0.0,13.0,8.0,2.8,5.5,7.6,101040.0,0.0,2023,12
23348,20231204,8.0,0.0,13.0,7.3,6.8,5.5,3.4,99740.0,0.0,2023,12
23349,20231205,8.0,0.0,13.0,7.2,6.4,0.8,0.4,100850.0,0.0,2023,12
23350,20231206,3.0,5.3,45.0,8.9,4.0,1.3,1.2,101750.0,0.0,2023,12
23351,20231207,8.0,0.0,13.0,11.8,5.1,5.7,2.8,100730.0,0.0,2023,12
23352,20231208,4.0,3.6,37.0,13.4,8.8,7.6,6.6,100450.0,0.0,2023,12
23353,20231209,6.0,0.9,22.0,12.5,10.5,7.5,3.2,99690.0,0.0,2023,12
23354,20231210,4.0,0.5,18.0,11.5,10.0,8.8,2.4,100170.0,0.0,2023,12
23355,20231211,6.0,1.7,26.0,11.6,10.2,6.2,6.2,100360.0,0.0,2023,12
23356,20231212,7.0,1.0,22.0,8.2,8.9,7.6,2.6,99790.0,0.0,2023,12
23357,20231213,8.0,0.0,12.0,8.5,7.9,2.5,0.6,100320.0,0.0,2023,12
23358,20231214,7.0,0.0,12.0,10.5,5.5,4.0,0.6,102190.0,0.0,2023,12
23359,20231215,6.0,0.0,12.0,11.5,7.2,5.5,0.0,103580.0,0.0,2023,12
23360,20231216,8.0,0.0,12.0,12.1,8.5,9.3,0.0,103880.0,0.0,2023,12
23361,20231217,8.0,1.6,25.0,12.8,10.7,9.3,0.0,103430.0,0.0,2023,12
23362,20231218,8.0,0.0,12.0,12.3,11.1,10.6,6.2,102840.0,0.0,2023,12
23363,20231219,6.0,0.0,12.0,12.4,11.4,3.9,8.4,102050.0,0.0,2023,12
23364,20231220,5.0,1.0,22.0,14.4,8.2,7.3,0.0,101850.0,0.0,2023,12
23365,20231221,7.0,0.3,16.0,12.6,10.8,8.8,0.6,100850.0,0.0,2023,12
23366,20231222,7.0,0.0,12.0,13.6,10.7,8.4,0.0,101310.0,0.0,2023,12
23367,20231223,7.0,1.2,23.0,15.3,11.0,10.2,0.8,101340.0,0.0,2023,12
23368,20231224,8.0,0.0,12.0,12.9,12.8,11.6,2.8,100650.0,0.0,2023,12
23369,20231225,8.0,0.0,12.0,12.1,12.2,6.2,1.8,100740.0,0.0,2023,12
23370,20231226,5.0,1.2,23.0,12.4,9.2,5.5,1.2,101540.0,0.0,2023,12
23371,20231227,8.0,0.0,12.0,12.6,8.9,9.7,4.6,100670.0,0.0,2023,12
23372,20231228,7.0,0.2,15.0,11.9,11.2,9.2,4.8,100510.0,0.0,2023,12
23373,20231229,6.0,0.7,20.0,12.2,10.6,5.6,0.0,100710.0,0.0,2023,12
23374,20231230,7.0,0.0,12.0,10.7,8.9,5.7,5.6,100460.0,0.0,2023,12
23375,20231231,7.0,0.5,18.0,12.4,8.2,6.4,1.6,98910.0,0.0,2023,12
